,Return,Risk,Sharpe,SystRisk_var,TotalRisk_var,UnsystRisk_var,beta,capm_ret,alpha,Er
PAXG,0.1102306530751942,0.19166402923670206,0.37268679657662035,0.023190509595967742,0.03673510010324738,0.01354459050727964,0.046577946286469274,0.07233524194840285,0.037895411126791345,0.07414246626431786
PDA,-1.1231455111330904,2.733238881842174,-0.4251167063560692,0.944150034405573,7.470594785213858,6.526444750808285,1.8963175176002747,1.4041128107581156,-2.527258321891206,1.4776899304410063
PERL,0.20927921345368194,1.6136157825108943,0.10565043754617029,0.7617586809129993,2.6037558935682457,1.8419972126552464,1.5299859960380804,1.1403610314641561,-0.9310818180104742,1.1997244881104336
PERP,0.8485186100435218,1.4729932121446236,0.5497096682914115,0.7707991701965121,2.169709003024136,1.398909832827624,1.548143743823152,1.1534342670564979,-0.30491565701297607,1.2135022443168362
PHA,1.1535360985441068,1.6747432089838843,0.6656161330073103,0.6658610134728556,2.8047648160376384,2.1389038025647826,1.3373763259253826,1.0016857053966401,0.15185039314746662,1.0535759068425448
PHB,13.31445145167345,28.615129273487778,0.4639381959379608,0.7289258529603607,818.8256233384171,818.0966974854567,1.4640415332619459,1.0928822632772999,12.22156918839615,1.1496870747678634
PIVX,0.5783338498436554,1.411941867312848,0.38212185808362986,0.8065728905061718,1.9935798366708923,1.1870069461647206,1.6199949645199245,1.2051657894283703,-0.6268319395847148,1.2680215940517434
POLS,124.53313217475358,235.24558961257776,0.529210058219503,1.2543293494432843,55340.48743216935,55339.233102819904,2.5193101006314134,1.852655708624757,122.68047646612882,1.9504049405292556
POLY,0.6914419533151851,1.5087461601245797,0.4325724038703073,0.7931063256536878,2.276314975690664,1.483208650036976,1.5929474806443948,1.1856921116864878,-0.4942501583713027,1.2474984739354904
POND,0.4929808803733287,1.4739556335553936,0.30813741610239576,0.7842736815992053,2.1725452096896816,1.3882715280904763,1.575207188278904,1.1729194361148094,-0.6799385557414808,1.234037475020031
POWR,1.0258308740072515,1.4035332126521636,0.7032472513722171,0.861287111585744,1.9699054790177035,1.1086183674319594,1.729888024006355,1.2842867175101274,-0.25845584350287587,1.3514063728415737
PROM,2.5122775142356475,2.8773973482900503,0.8596231993143247,0.5012110658548892,8.279415499946614,7.778204434091725,1.0066782709954865,0.7635893493286203,1.7486881649070272,0.8026484662432452
PSG,0.698340551783609,1.3609560091902508,0.48461562852132606,0.4337861810969281,1.8522012589510541,1.418415077854126,0.8712559488756764,0.6660878341357608,0.032252717647848206,0.699892564952137
PYR,1.3019852691949754,1.5379992044030228,0.8213172448845857,0.7736765888953594,2.3654415527443313,1.591764963848972,1.553923015427511,1.1575952335006972,0.14439003569427822,1.2178874464992846
PYTH,1.7341089496946667,1.3759281914756452,1.2321202226959929,0.774654065714154,1.8931783880974395,1.1185243223832857,1.555886269515295,1.159008739378245,0.5751002103164218,1.2193771266354383
QKC,0.2259614047807051,1.2676549918191986,0.14764380370727817,0.6913255594612937,1.6069491782841325,0.9156236188228388,1.3885216554555722,1.0385093770496763,-0.8125479722689712,1.0923840172813524
QNT,1.9863314177695042,1.4073772161120692,1.383802008071177,0.5363002439422381,1.980710628431358,1.44441038448912,1.0771545943132401,0.8143309715452554,1.1720004462242488,0.8561245698046089
QTUM,0.5888741699484678,1.2636184421685357,0.4353166680635556,0.8924196847437607,1.596731567388437,0.7043118826446764,1.7924175391217025,1.3293067878544191,-0.7404326179059514,1.398852588372341
RAD,0.3040592076508128,1.430328929688214,0.1854532912989703,0.5406351160762604,2.045840847103032,1.5052057310267715,1.0858611490606316,0.8205995265861976,-0.5165403189353848,0.86273093916975
RAMP,2.623905975031375,2.158036618413758,1.1978971779132874,0.7154674490016077,4.657122046414688,3.9416545974130806,1.4370104404738255,1.0734203868088934,1.5504855882224815,1.1291763918992777
RARE,43.93150213466016,18.160364578853528,2.416950493701549,0.6200023915230213,329.7988416368779,329.1788392453549,1.2452696638828078,0.9353706476725341,42.99613148698762,0.9836871106311869
RAY,0.5774775450894758,1.4973692859339922,0.35974929508018644,0.7151555717725516,2.2421147784584736,1.5269592066859219,1.4363840376445631,1.0729693885981246,-0.49549184350864883,1.1287010892587335
RDNT,2.213276908716582,2.382868408659559,0.9125459470671299,0.5390203486717342,5.678061852987739,5.139041504316005,1.0826179021142066,0.818264450016315,1.395012458700267,0.8602700246183463
REEF,0.10148700112428313,1.279779085549205,0.048982673519298525,0.8469512902180097,1.6378345078091594,0.7908832175911497,1.701094645625621,1.26355602868647,-1.1620690275621868,1.3295585009367439
REN,0.9380776124808062,1.4282154476871323,0.6296512293975718,0.859301773926342,2.0397993650121555,1.1804975910858135,1.725900489774843,1.281415768146906,-0.3433381556660998,1.3483807071501697
REP,0.5203618039749542,1.4063711985301215,0.3424144382921535,0.8117595060515954,1.9778799480550504,1.166120442003455,1.6304122388486144,1.2126660302699677,-0.6923042262950134,1.2759260251372937
REQ,1.277303580772084,1.730535226319151,0.7156766079858321,0.804603621406955,2.9947521695314747,2.1901485481245198,1.6160397038583447,1.2023180764261847,0.07498550434589935,1.2650204169358885
REZ,-7.124837287819775,1.7228277160543422,-4.158069446564335,0.4792360844203236,2.968135339205021,2.4888992547846973,0.9625417029451093,0.7318118536177045,-7.8566491414374795,0.7691584716919748
RGT,3.8905037537808265,4.796756418498879,0.8029808932816725,0.8116749560226767,23.008872138410197,22.19719718238752,1.6302424208164061,1.212543764492892,2.6779599892879347,1.2757971704205684
RIF,0.6966692699871946,1.2881977503310074,0.5106896591134029,0.5130336795820046,1.6594534439578683,1.1464197643758638,1.0304238926631968,0.7806857486190553,-0.08401647863186068,0.8206661956543873
RLC,1.3115987906218354,1.508284384990882,0.8438718873493674,0.91780130619232,2.274921786007323,1.3571204798150032,1.8433963154009463,1.3660105443112505,-0.05441175368941509,1.437534321348807
RNDR,2.6951201540798397,1.6920111441989665,1.5699188289551114,0.6920168730137113,2.8629017120934956,2.1708848390797844,1.38991015299498,1.0395090690636268,1.655611085016213,1.093437582999832
ROSE,1.0510148569020854,1.2959999821470516,0.7810299929365537,0.757812777285608,1.679615953725158,0.92180317643955,1.5220606813119146,1.1346549544889157,-0.08364009758683033,1.193710908923818
RPL,2.657803385976561,2.1924528907976204,1.1945540070526943,0.6096082027360634,4.806849678366842,4.197241475630779,1.2243930218665182,0.9203398595656347,1.7374635264109262,0.9678463088140554
RSR,1.2150718262632445,1.4962140060731655,0.7861654960378204,0.8170896591384014,2.23865635196951,1.4215666928311088,1.6411178071393204,1.2203738373213118,-0.005302011058067269,1.2840492082383173
RUNE,2.3827398811968425,1.541969324410221,1.5200950136238036,0.902793209672502,2.3776693974221135,1.4748761877496115,1.8132526779500566,1.3443076944495729,1.0384321867472697,1.414661898354035
RVN,0.8792880990196953,1.366705999836433,0.6149735927992448,0.7422787802099058,1.867885289988904,1.1256065097789982,1.4908607769539683,1.1121916123961644,-0.23290351337646908,1.1700370105419782
SAND,1.5264218431375223,1.5029477373121969,0.9898027763745912,0.8507209523242485,2.258851901091852,1.4081309487676037,1.7086659807175009,1.2690072470080553,0.25741459612946693,1.3353034870598943
SCRT,0.704830894466657,1.2774029604211035,0.5213945130102846,0.7482549352844097,1.6317583232925992,0.8835033880081895,1.5028638348819516,1.1208335874901274,-0.41600269302347037,1.179144704283547
SEI,2.242155702698868,1.3686818873018622,1.6098377008863847,0.43378384646498586,1.8732901086281875,1.4395062621632015,0.8712512597867731,0.6660844580802792,1.5760712446185887,0.6998890069600059
SFP,1.0909141516486933,1.8495815423814908,0.568839019821753,0.7511116307319617,3.4209518819182945,2.669840251186333,1.508601484007869,1.1249645865356688,-0.034050434886975456,1.183498324115174
SKL,1.0041574325950045,1.4963196023636491,0.6451545719711788,0.9112925037462932,2.238972352417709,1.327679848671416,1.8303234396426236,1.3565983205772874,-0.3524408879822829,1.4276148700354212
SLP,1.4476503383647281,2.3638923386734803,0.5959875224923811,0.8514321644508428,5.587986988839176,4.736554824388333,1.710094444378194,1.2700357138747829,0.17761462448994525,1.3363873783166567
SNT,0.8632229123618346,1.381980372134181,0.5965518244580311,0.8586076845133319,1.9098697489641294,1.0512620644507975,1.7245064169424456,1.2804120620272628,-0.4171891496654282,1.3473229110046296
SNX,1.3103486075540158,1.4728657908626008,0.8633160030211027,0.8332673316391244,2.1693336378933146,1.3360663062541902,1.6736105282526927,1.2437679830699717,0.06658062448404412,1.3087040715661762
SOL,2.1428990860626627,1.3559858947480423,1.5517116322612103,0.7298469371181554,1.838697746755649,1.1088508096374934,1.465891523157577,1.0942142210748922,1.0486848649877705,1.151090812173406
SRM,0.3587111049640728,1.6851612611920586,0.18984005408347232,0.848500073158765,2.8397684762224094,1.9912684030636445,1.7042053633235383,1.26579568669954,-0.9070845817354671,1.331918854796493
SSV,1.3726097118707392,1.4635681746317313,0.9113410191543402,0.675289965860017,2.142031801794858,1.4667418359348408,1.3563142986339787,1.0153206882035035,0.3572890236672357,1.0679456829905019
STMX,1.056030121511905,1.6780762341948559,0.6061882653382396,0.9215906064049298,2.8159398477695885,1.8943492413646585,1.851007093466683,1.371490160829341,-0.31546003931743605,1.4433092360558484
STPT,0.963786037942762,1.4442293227885925,0.6404703348334952,0.6322566666366053,2.0857983368023967,1.4535416701657913,1.2698822738669961,0.95309126218235,0.010694775760412,1.0023626944083894
STRK,-0.001302153567193449,1.1441181798913067,-0.03505070915926118,0.5707948042141233,1.3090064095577965,0.7382116053436731,1.1464366326777016,0.8642127311432666,-0.86551488471046,0.9086944724911614
STX,22.972669296532132,46.32712224259737,0.4950419578500097,0.4782808506570406,2146.2022552805597,2145.7239744299027,0.960623123849937,0.7304305128913866,22.242238783640744,0.7677026900967641
SUI,10.469756180875073,8.51196429771833,1.225446420595436,0.3528500303877973,72.45353620563152,72.10068617524372,0.7086963610941744,0.5490480000100357,9.920708180865038,0.5765454188204897
SUN,0.23113792799146418,0.8946269682792197,0.21499232061092316,0.3924703535180014,0.800357412372468,0.40788705885446663,0.7882734516697123,0.60634200283248,-0.3752040748410158,0.6369270127572648
SUSD,0.041307323454424595,0.31151879134487226,0.008048706929043064,0.014229723166353469,0.09704395736097006,0.08281423419461659,0.028580281022758655,0.05937726274913034,-0.018069939294705746,0.060486177652813375
SXP,1.4078978057391496,1.9167391349487384,0.7142848918644138,0.9452188530146789,3.673888911444038,2.728670058429359,1.8984642309167241,1.4056584038166464,0.002239401922503159,1.4793188159762154
SYS,0.9835830075261,1.479019981829167,0.6387898873128451,0.7761846775069225,2.1875001066499493,1.4113154291430268,1.5589604906131105,1.1612221205282867,-0.1776391130021867,1.2217097875640752
TCT,1.8801701328618543,2.5942796926158245,0.7097808837277649,0.6377295405278609,6.730287123518857,6.092557582990996,1.2808744957103595,0.9610054543796731,0.9191646784821812,1.010703384813235
TKO,0.007941852267510758,1.1605853009608609,-0.026588435771969073,0.6574300696980573,1.346958240806412,0.6895281711083547,1.320442845241755,0.989493919003537,-0.9815520667360262,1.040727101398917
TLM,-0.1381666630960573,1.62733996862041,-0.10874596980868242,0.9007782874570519,2.648235373469477,1.747457086012425,1.8092057233829621,1.3413939635665706,-1.4795606266626278,1.4115911456338295
TNSR,-5.015293197157405,1.8923266787476662,-2.6708354608741143,1.1554791297300406,3.580900259100173,2.4254211293701324,2.3207702537532873,1.7097107672461165,-6.7250039644035216,1.799756653091744
TORN,-0.20696000860438032,1.55941407274933,-0.15759765985123653,0.6446965003762553,2.4317722502886525,1.7870757499123973,1.2948675768134554,0.9710802085886681,-1.1780402171930484,1.0213210705690299
TRB,2.4665628301627067,1.7451542830588247,1.391145100310236,0.9137490051868781,3.0455634716785602,2.131814466491682,1.8352573024229435,1.3601506086292472,1.1064122215334595,1.4313585919632572
TROY,0.5901817143390965,1.3391449148851637,0.41174163319462653,0.7223025784074234,1.7933091030627923,1.071006524655369,1.4507387412258066,1.0833045041640603,-0.4931227898249638,1.1395931673236215
TRU,0.44781545237363923,1.4271941135054151,0.286587121193369,0.5755347835768256,2.036883037624508,1.4613482540476823,1.1559568419357726,0.8710671020703415,-0.4232516496967023,0.9159182275374496
TRX,1.3747844498582378,1.3376651955304424,0.9987435229100522,0.7589877271100308,1.7893481753334968,1.0303604482234658,1.5244205582945565,1.1363540213626382,0.2384304284955996,1.1955015390244668
TWT,2.5280961727334113,1.7232105510909408,1.4445687853741795,0.6556224338736029,2.969454603391144,2.313832169517541,1.316812223672681,0.9868799400188657,1.5412162327145456,1.0379722542973655
UFT,1.6302654737131834,2.0207936389287626,0.787544776000399,0.7653209059147636,4.08360693113495,3.3182860252201865,1.5371406954251672,1.1455122799442496,0.4847531937689338,1.205153338926746
UMA,1.2647116074938116,1.4943185570466706,0.8203817062385071,0.6889810060275005,2.232987949934044,1.5440069439065436,1.3838126393189036,1.0351189743361073,0.22959263315770428,1.0888109047416807
UNFI,2.0627727677765817,2.83607808931359,0.7136519884283015,0.7789279762115824,8.043338928684623,7.264410952473041,1.5644703833209275,1.1651891392527696,0.8975836285238121,1.2258905901256214
USTC,0.37851291547405513,1.9195202183247277,0.17697803452705568,0.24931502611437573,3.6845578685574103,3.4352428424430346,0.5007471632613119,0.3993285035897491,-0.02081558811569395,0.418757493524288
UTK,0.9001847266131077,1.5050865318498716,0.5723157495498926,0.8697274737947092,2.2652854683558745,1.3955579945611654,1.7468404215369329,1.29649212367589,-0.3963073970627823,1.364269532031523
VEN,6.615025752585014,10.438030248963157,0.6300255503894762,0.07921637939014886,108.95247547826986,108.87325909887971,0.15910544134331914,0.1533529139034971,6.461672838681517,0.15952620502761783
VET,0.7978698188060978,1.151693061390145,0.65909038115578,0.8082114391203675,1.3263969076542044,0.5181854685338368,1.6232859758288374,1.2075352554374672,-0.40966543663136945,1.2705187512996259
VGX,1.0437477397198054,1.8044118807204703,0.5569392168480665,0.7486000372848597,3.255902235285185,2.507302198000325,1.5035569693891428,1.1213326312491305,-0.07758489152932513,1.179670641661429
VIB,1.0678459915813534,1.653178218826705,0.6224652489746016,0.8097067094686412,2.7329982232030368,1.9232915137343956,1.6262892139283465,1.2096975301688662,-0.14185153858751276,1.272797551669286
VITE,0.783227646302716,1.5675991410113523,0.47488393354339364,0.6712744980937614,2.4573670668995296,1.7860925688057683,1.3482492649115536,1.0095140161888099,-0.22628636988609385,1.061826087667378
VTHO,0.7399372563568223,1.5879610563737345,0.44153302975700065,0.7383381182492572,2.521620316559587,1.7832821983103297,1.4829459900720043,1.1064931152699866,-0.36655585891316433,1.1640314196847803
WAN,0.2867801233857272,1.2353889758473757,0.20073040008765916,0.8146644877811612,1.5261859216452278,0.7115214338640666,1.6362468705716886,1.2168668549544592,-0.930086731568732,1.2803532335326406
WAXP,0.4759675695594433,1.5527705029770797,0.2815403620311406,0.8266195652864866,2.4110962349156932,1.5844766696292067,1.6602585446398792,1.234154806950249,-0.7581872373908057,1.2985728384822763
WBTC,0.7911146724883432,0.6961479621942566,1.0806821442341787,0.4297391817263142,0.48462198526721606,0.05488280354090186,0.8631275841872779,0.6602355650212361,0.13087910746710707,0.6937249152877023
WIF,12.613076032157709,3.3104405604568217,3.798369371846547,1.3880080611480654,10.959016704317676,9.57100864316961,2.7878026849648054,2.0459653002841875,10.567110731873521,2.154132044460822
WIN,0.4684769373890649,1.2921836710562653,0.33252001786853996,0.5765298394636005,1.6697386397444465,1.093208800280846,1.157955403435874,0.8725060286181645,-0.40402909122909964,0.9174346982714763
WNXM,1.0890438478753346,1.144726980155219,0.9174622998166141,0.5922788616800917,1.310399859095287,0.7181209974151953,1.1895871840066508,0.8952803134304583,0.19376353444487626,0.9414362961699163
WOO,1.5701535242383136,1.8451358415680608,0.8299408042157568,0.8192811724458848,3.404526273839076,2.585245101393191,1.6455194434509173,1.2235429323640692,0.34661059187424437,1.2873890867699649
WRX,1.158391254339977,1.5769180160735141,0.7099869764489919,0.7942143826625262,2.4866704294172277,1.6924560467547014,1.5951730039614416,1.1872944464575392,-0.028903192117562204,1.249187159011243
WTC,0.6908025381725047,2.3007138216384706,0.2833914118480743,0.887117206741839,5.293284089078297,4.406166882336458,1.781767556009575,1.3216390010822197,-0.630836462909715,1.3907715822553912
XEC,0.9824366555897157,1.3360941816070597,0.7062650736602307,0.5329983451298459,1.7851476621242388,1.252149316994393,1.0705227579195413,0.8095561745489026,0.1728804810408131,0.8510924575561807
XEM,0.46802644124883636,1.3199302924931653,0.32518871919977466,0.7734039727036065,1.742215977041093,0.9688120043374865,1.553375468066219,1.1572010097380994,-0.689174568489263,1.2174719778990686
XLM,0.754853582002309,1.1397674631334824,0.6282453264929263,0.754945432169268,1.2990698700177343,0.5441244378484663,1.5163016424145168,1.130508555211741,-0.3756549732094321,1.1893410589374243
XMR,0.4864397647791604,0.958040754109315,0.46724501317830525,0.6644936965275823,0.917842086534345,0.2533483900067627,1.3346300811751337,0.9997084610247498,-0.5132686962455894,1.051492108174345
XNO,1.3422522536154502,1.5259730797880267,0.8541777511543737,0.9246044518268762,2.328593840237755,1.4039893884108787,1.8570603770134813,1.3758484106988322,-0.03359615708338204,1.4479023533269553
XRP,0.7931445935744166,1.2023669810234838,0.6273829916156716,0.7083223913758089,1.4456863570555267,0.7373639656797178,1.4226596514611487,1.0630880896584196,-0.26994349608400303,1.1182872841351121
XTZ,0.6395796857832952,1.2215097201836633,0.4918337331715735,0.795478458904162,1.4920859965031714,0.6966075375990094,1.5977118906142451,1.1891223969141285,-0.5495427111308333,1.2511136182699611
XVG,1.1172841845989783,1.6180330968694636,0.6665402498166488,0.9194286923334765,2.618031102564987,1.6986024102315105,1.8466649069752905,1.3683638685347357,-0.2510796839357574,1.440014466925377
XVS,1.4506434118610143,1.5882318962900086,0.8889403462800208,0.7862216207461039,2.5224805563929564,1.7362589356468525,1.579119607908067,1.175736304382481,0.2749071074785334,1.2370061451693137
YFI,1.3825662692483298,1.4047075245763934,0.9566164099915098,0.7555705071932719,1.9732032296015387,1.2176327224082668,1.517557100418688,1.1314124612720684,0.2511538079762614,1.1902936767683134
YFII,1.8634871926403038,2.2968300003465387,0.7944371992550605,0.7615583405980239,5.275428050491881,4.513869709893857,1.5295836141761674,1.1400713241204294,0.7234158685198744,1.1994191683504647
YGG,1.0473364635154805,1.6558133828656467,0.609088242643654,0.8043795264571975,2.741717958876977,1.9373384324197795,1.615589611009385,1.2019940180725537,-0.1546575545570732,1.2646788949797179
ZEC,0.19756821680769363,1.0690742429010722,0.14851000093020236,0.7597937904562405,1.1429197368345008,0.38312594637826025,1.526039529843581,1.1375196503122316,-0.9399514335045379,1.1967299840701624
ZEN,0.5699833285072639,1.233614443388887,0.43059104192071507,0.8125728338425238,1.5218045949376733,0.7092317610951495,1.6320458009746377,1.2138421641595345,-0.6438588356522706,1.2771655412373504
ZIL,0.5349939059333683,1.316623563802088,0.37686846838779126,0.9317419576149568,1.733497608758911,0.8017556511439541,1.8713959982227015,1.3861697873171808,-0.8511758813838125,1.4587799520482214
ZRX,0.9062465108963945,1.287991074571726,0.6734879829697825,1.65892100817643,1.6589210081764294,-6.661338147750939e-16,3.331929093346548,2.437726041373324,-1.5314795304769295,2.56700489019517
